dt,duration,snr,time,timeID
-0.5759999752044678,0.256,3.1473681492558043,646018382.6027,-5760256
-0.06400001049041748,0.256,6.210632576864343,646018383.1147,-640256
-0.4479999542236328,0.256,5.3765693953624165,646018382.7307,-4480256
-0.38399994373321533,0.256,5.102236754503861,646018382.7947,-3840256
0.12800002098083496,0.256,8.735413099460228,646018383.3067,1280256
0.2560000419616699,0.256,8.707462090310127,646018383.4347,2560256
0.3200000524520874,0.256,8.333937896028381,646018383.4987,3200256
0.9600000381469727,0.256,7.970269033472854,646018384.1387,9600256
0.8320000171661377,0.256,7.005430099802646,646018384.0107,8320256
1.0240000486373901,0.256,6.975841302155856,646018384.2027,10240256
1.0880000591278076,0.256,5.509868343832427,646018384.2667,10880256
5.503999948501587,0.256,3.88837792051322,646018388.6826999,55040256
5.567999958992004,0.256,3.812915174102401,646018388.7466999,55680256
5.695999979972839,0.256,3.4151749626871992,646018388.8747,56960256
5.631999969482422,0.256,3.2925695319155266,646018388.8106999,56320256
10.175999999046326,0.256,4.01551161812674,646018393.3547,101760256
9.983999967575073,0.256,3.1559451014107385,646018393.1626999,99840256
10.04799997806549,0.256,3.031360844366645,646018393.2267,100480256
10.240000009536743,0.256,4.038914943937931,646018393.4187,102400256
10.30400002002716,0.256,3.3223546141564237,646018393.4827,103040256
11.07200002670288,0.256,3.276928250741915,646018394.2507,110720256
-0.12800002098083496,0.512,8.700928697042096,646018383.0507,-1280512
-0.2560000419616699,0.512,8.30477953707476,646018382.9226999,-2560512
0.0,0.512,10.925056066827535,646018383.1787,00512
0.12800002098083496,0.512,10.2069122681699,646018383.3067,1280512
0.7680000066757202,0.512,9.538421960971817,646018383.9467,7680512
1.0240000486373901,0.512,6.654294489514186,646018384.2027,10240512
5.503999948501587,0.512,4.160702643850634,646018388.6826999,55040512
5.3760000467300415,0.512,4.009914298628815,646018388.5547,53760512
9.983999967575073,0.512,5.033651106525659,646018393.1626999,99840512
10.111999988555908,0.512,4.305364321461142,646018393.2907,101120512
10.240000009536743,0.512,4.129312811029573,646018393.4187,102400512
10.368000030517578,0.512,3.953271530024572,646018393.5467,103680512
11.519999980926514,0.512,2.879344182057985,646018394.6987,115200512
11.776000022888184,0.512,2.795686228935429,646018394.9547,117760512
11.904000043869019,0.512,2.7066205067512814,646018395.0827,119040512
-0.2560000419616699,1.024,12.200449514943825,646018382.9226999,-2561024
-0.5119999647140503,1.024,11.969624276572967,646018382.6667,-5121024
0.2560000419616699,1.024,13.157003367966018,646018383.4347,2561024
0.0,1.024,12.95318540245693,646018383.1787,01024
0.5119999647140503,1.024,10.070156336083503,646018383.6906999,5121024
5.120000004768372,1.024,3.341322416313875,646018388.2987,51201024
5.3760000467300415,1.024,3.234388980036967,646018388.5547,53761024
4.863999962806702,1.024,2.878312114918101,646018388.0426999,48641024
9.983999967575073,1.024,4.776131634153513,646018393.1626999,99841024
9.728000044822693,1.024,4.164160367601118,646018392.9067,97281024
9.472000002861023,1.024,3.5999361951491666,646018392.6507,94721024
10.240000009536743,1.024,4.419936548435527,646018393.4187,102401024
11.519999980926514,1.024,3.458009680531544,646018394.6987,115201024
-0.5119999647140503,2.048,15.041511222902871,646018382.6667,-5122048
0.0,2.048,12.108386877602037,646018383.1787,02048
10.240000009536743,2.048,4.687364594173241,646018393.4187,102402048
9.728000044822693,2.048,4.32960982770271,646018392.9067,97282048
9.215999960899353,2.048,4.095281711895949,646018392.3946999,92162048
19.968000054359436,2.048,2.825929313150929,646018403.1467,199682048
-2.0479999780654907,4.096,10.370933513774578,646018381.1307,-20484096
-1.0240000486373901,4.096,9.14614751124525,646018382.1546999,-10244096
-3.072000026702881,4.096,8.230519021419195,646018380.1067,-30724096
0.0,4.096,7.056222282383902,646018383.1787,04096
19.455999970436096,4.096,5.44489035838736,646018402.6347,194564096
18.432000041007996,4.096,4.408805645564582,646018401.6107,184324096
8.192000031471252,4.096,4.291587412414499,646018391.3707,81924096
-2.0479999780654907,8.192,7.337087706503097,646018381.1307,-20488192
0.0,8.192,6.257666250806502,646018383.1787,08192
-4.0959999561309814,8.192,5.5493908009104915,646018379.0827,-40968192
16.383999943733215,8.192,4.520108685725313,646018399.5626999,163848192
18.432000041007996,8.192,3.864855611251978,646018401.6107,184328192
-4.0959999561309814,16.384,7.098719073790842,646018379.0827,-409616384
