4U 1700-377_rt_sum,A,Epeak,GRO J1655-40_rt_sum,GX 339-4_rt_sum,Sco X-1_rt_sum,TS,bkg_nllh,dur,gamma,imx,imy,ndets,nllh,solid_angle,time,timeID
1881.9947509765625,0.0025959341194499628,1000.0,1848.421630859375,1342.7479248046875,1912.56982421875,2.8787019254642177,68.73440643127978,0.256,0.4608129971381366,0.62,-0.64,3948,64.59094404344408,4017.016460527414,646018382.6027,-5760256
1881.9947509765625,0.008687757042339919,1000.0,1848.421630859375,1342.7479248046875,1912.56982421875,9.298797304977306,108.99287881074035,0.256,0.6641898867253797,0.62,-0.64,3948,65.75906315121375,4017.016460527414,646018383.1147,-640256
1881.9947509765625,0.0047463231000195285,1000.0,1848.421630859375,1342.7479248046875,1912.56982421875,5.252757810683391,80.34819194611238,0.256,0.4071924394082787,0.62,-0.64,3948,66.55245963726469,4017.016460527414,646018382.7307,-4480256
1881.9947509765625,0.004281210032604743,1000.0,1848.421630859375,1342.7479248046875,1912.56982421875,4.451348652878181,76.60456065501288,0.256,0.5989889554683099,0.62,-0.64,3948,66.69730824027268,4017.016460527414,646018382.7947,-3840256
1881.9947509765625,0.00820686026492329,1000.0,1848.421630859375,1342.7479248046875,1912.56982421875,9.715515857273795,110.30086280708113,0.256,0.23130996191367556,0.62,-0.64,3948,63.10523862061186,4017.016460527414,646018383.3067,1280256
1881.9947509765625,0.007286656634957625,1000.0,1848.421630859375,1342.7479248046875,1912.56982421875,8.666899647821353,104.9337597571809,0.256,0.23227030061013737,0.62,-0.64,3948,67.37618500447795,4017.016460527414,646018383.4347,2560256
1881.9947509765625,0.00804044605700245,710.7042946648434,1848.421630859375,1342.7479248046875,1912.56982421875,8.735666216989005,104.69951204677895,0.256,-0.1,0.62,-0.64,3948,66.54357991945746,4017.016460527414,646018383.4987,3200256
1881.9947509765625,0.011969737814852551,531.7008796509326,1848.421630859375,1342.7479248046875,1912.56982421875,10.193622171444925,123.32168298048421,0.256,-0.1,0.62,-0.64,3948,71.36671649339743,4017.016460527414,646018384.1387,9600256
1881.9947509765625,0.009167573083517972,646.4343392196432,1848.421630859375,1342.7479248046875,1912.56982421875,9.158646826038643,113.28433102784021,0.256,-0.1,0.62,-0.64,3948,71.34392518578636,4017.016460527414,646018384.0107,8320256
1881.9947509765625,0.005838968725489719,1000.0,1848.421630859375,1342.7479248046875,1912.56982421875,7.807250203625463,92.22632146056961,0.256,0.012219118171293373,0.62,-0.64,3948,61.749743589564694,4017.016460527414,646018384.2027,10240256
1881.9947509765625,0.004722054998858102,826.8821401612693,1848.421630859375,1342.7479248046875,1912.56982421875,5.820453303994772,78.77841328781903,0.256,-0.1,0.62,-0.64,3948,61.8395749558272,4017.016460527414,646018384.2667,10880256
1881.9947509765625,0.00529079392290824,501.04907566576793,1848.421630859375,1342.7479248046875,1912.56982421875,4.2599488969429125,69.1934358188723,0.256,-0.1,0.62,-0.64,3948,60.119853516589735,4017.016460527414,646018388.6826999,55040256
1881.9947509765625,0.0035571394836046,846.6146156875643,1848.421630859375,1342.7479248046875,1912.56982421875,4.5030152042392935,70.36510101969542,0.256,-0.1,0.62,-0.64,3948,60.226528054890295,4017.016460527414,646018388.7466999,55680256
1881.9947509765625,0.005666102228209489,491.93389017482076,1848.421630859375,1342.7479248046875,1912.56982421875,4.5686802309636,76.84749571871343,0.256,-0.1,0.62,-0.64,3948,66.41107619231462,4017.016460527414,646018388.8747,56960256
