,A,Epeak,TS,bkg_nllh,dur,gamma,imx,imy,nllh,phi,theta,time,timeID,squareID
0,0.010736197970133044,290.605030894529,15.916815664747741,46039.440350548284,2.0479999780654907,-0.10000000000000003,0.986,-0.421,45912.767840095505,23.121400900256383,46.99331779047756,646018382.6667,-5122048.0,3714
1,0.009840607946857503,290.605030894529,15.765821637642926,46039.440350548284,2.0479999780654907,0.09999999999999998,0.986,-0.421,45915.1597845933,23.121400900256383,46.99331779047756,646018382.6667,-5122048.0,3714
2,0.008896991086423087,290.605030894529,15.55891291609108,46039.440350548284,2.0479999780654907,0.3,0.986,-0.421,45918.40046498303,23.121400900256383,46.99331779047756,646018382.6667,-5122048.0,3714
3,0.0072995064723003706,460.57793515969075,16.60457246904841,46039.440350548284,2.0479999780654907,-0.10000000000000003,0.986,-0.421,45901.584437108344,23.121400900256383,46.99331779047756,646018382.6667,-5122048.0,3714
4,0.007165374211763599,460.57793515969075,16.494767513333024,46039.440350548284,2.0479999780654907,0.09999999999999998,0.986,-0.421,45903.40167288883,23.121400900256383,46.99331779047756,646018382.6667,-5122048.0,3714
5,0.0069087571315688615,460.57793515969075,16.315624945176104,46039.440350548284,2.0479999780654907,0.3,0.986,-0.421,45906.34054187246,23.121400900256383,46.99331779047756,646018382.6667,-5122048.0,3714
6,0.005108067606100903,729.9668340323904,16.89342114234518,46039.440350548284,2.0479999780654907,-0.10000000000000003,0.986,-0.421,45896.74651160197,23.121400900256383,46.99331779047756,646018382.6667,-5122048.0,3714
7,0.005367807732520558,729.9668340323904,16.868018329792925,46039.440350548284,2.0479999780654907,0.09999999999999998,0.986,-0.421,45897.17532936117,23.121400900256383,46.99331779047756,646018382.6667,-5122048.0,3714
8,0.005512701625486628,729.9668340323904,16.75998318729034,46039.440350548284,2.0479999780654907,0.3,0.986,-0.421,45898.99183232916,23.121400900256383,46.99331779047756,646018382.6667,-5122048.0,3714
9,0.010646517232407827,290.605030894529,15.794599543186001,46039.440350548284,2.0479999780654907,-0.10000000000000003,0.988,-0.421,45914.70566318348,23.07950176819261,47.04231051641834,646018382.6667,-5122048.0,3714
10,0.009751469305032748,290.605030894529,15.632674086653466,46039.440350548284,2.0479999780654907,0.09999999999999998,0.988,-0.421,45917.25010099852,23.07950176819261,47.04231051641834,646018382.6667,-5122048.0,3714
11,0.008810518791322237,290.605030894529,15.417260893962172,46039.440350548284,2.0479999780654907,0.3,0.988,-0.421,45920.59438381204,23.07950176819261,47.04231051641834,646018382.6667,-5122048.0,3714
12,0.007261120730466248,460.57793515969075,16.534448411321442,46039.440350548284,2.0479999780654907,-0.10000000000000003,0.988,-0.421,45902.74635841496,23.07950176819261,47.04231051641834,646018382.6667,-5122048.0,3714
13,0.007121071805974343,460.57793515969075,16.407460785905997,46039.440350548284,2.0479999780654907,0.09999999999999998,0.988,-0.421,45904.83796582776,23.07950176819261,47.04231051641834,646018382.6667,-5122048.0,3714
14,0.0068597767212341685,460.57793515969075,16.212755225158183,46039.440350548284,2.0479999780654907,0.3,0.988,-0.421,45908.01363455284,23.07950176819261,47.04231051641834,646018382.6667,-5122048.0,3714
15,0.005090779116131794,729.9668340323904,16.8575564760539,46039.440350548284,2.0479999780654907,-0.10000000000000003,0.988,-0.421,45897.35174537661,23.07950176819261,47.04231051641834,646018382.6667,-5122048.0,3714
16,0.0053442124914533685,729.9668340323904,16.812528925152197,46039.440350548284,2.0479999780654907,0.09999999999999998,0.988,-0.421,45898.109786118745,23.07950176819261,47.04231051641834,646018382.6667,-5122048.0,3714
17,0.005482848338347154,729.9668340323904,16.68527026383601,46039.440350548284,2.0479999780654907,0.3,0.988,-0.421,45900.24122865966,23.07950176819261,47.04231051641834,646018382.6667,-5122048.0,3714
18,0.010609413472158739,290.605030894529,15.56683299528591,46039.440350548284,2.0479999780654907,-0.10000000000000003,0.99,-0.421,45918.27720579672,23.03774595523965,47.091228625764565,646018382.6667,-5122048.0,3714
19,0.009732317872846947,290.605030894529,15.421614437960606,46039.440350548284,2.0479999780654907,0.09999999999999998,0.99,-0.421,45920.52725461173,23.03774595523965,47.091228625764565,646018382.6667,-5122048.0,3714
20,0.008809254437590905,290.605030894529,15.228181880133548,46039.440350548284,2.0479999780654907,0.3,0.99,-0.421,45923.49158886107,23.03774595523965,47.091228625764565,646018382.6667,-5122048.0,3714
