,A,Epeak,dur,gamma,imx,imy,nllh,phi,theta,time,timeID,bkg_nllh,TS,squareID
12,0.009940438343187804,460.57793515969075,1.0240000486373901,0.09999999999999998,1.122,-0.44,28224.010736354987,21.412969474871762,50.31599969931693,646018382.9226999,-2561024.0,28312.37704771006,13.294082243996534,3914
13,0.01020170321957542,460.57793515969075,1.0240000486373901,0.09999999999999998,1.122,-0.44,28405.31532459842,21.412969474871762,50.31599969931693,646018383.1787,1024.0,28498.04783379325,13.618554196009914,3914
14,0.00930988726744529,460.57793515969075,1.0240000486373901,0.6,1.122,-0.44,28228.96320581725,21.412969474871762,50.31599969931693,646018382.9226999,-2561024.0,28312.37704771006,12.91617914809242,3914
15,0.009401341443829743,460.57793515969075,1.0240000486373901,0.6,1.122,-0.44,28413.450490187224,21.412969474871762,50.31599969931693,646018383.1787,1024.0,28498.04783379325,13.007485814409078,3914
30,0.009780912510400721,460.57793515969075,1.0240000486373901,0.09999999999999998,1.1260000000000001,-0.44,28227.59292788443,21.343757078962096,50.40286012010947,646018382.9226999,-2561024.0,28312.377047788053,13.02183703657997,3914
31,0.010094178717373897,460.57793515969075,1.0240000486373901,0.09999999999999998,1.1260000000000001,-0.44,28407.968089857626,21.343757078962096,50.40286012010947,646018383.1787,1024.0,28498.0478338628,13.422350316183497,3914
42,0.020640075849516874,212.13203435596432,1.0240000486373901,0.09999999999999998,1.1300000000000001,-0.44,28226.87601469209,21.27496997170672,50.48944398411614,646018382.9226999,-2561024.0,28312.37704754422,13.076775814560039,3914
48,0.01039562189732805,460.57793515969075,1.0240000486373901,0.09999999999999998,1.1300000000000001,-0.44,28215.800736907124,21.27496997170672,50.48944398411614,646018382.9226999,-2561024.0,28312.37704754422,13.897935863796306,3914
49,0.010570367598875606,460.57793515969075,1.0240000486373901,0.09999999999999998,1.1300000000000001,-0.44,28398.908011589654,21.27496997170672,50.48944398411614,646018383.1787,1024.0,28498.047833644432,14.081180494175767,3914
50,0.00985548410538237,460.57793515969075,1.0240000486373901,0.6,1.1300000000000001,-0.44,28219.111799839855,21.27496997170672,50.48944398411614,646018382.9226999,-2561024.0,28312.37704754422,13.657616754351151,3914
51,0.009874504598851402,460.57793515969075,1.0240000486373901,0.6,1.1300000000000001,-0.44,28405.137590408613,21.27496997170672,50.48944398411614,646018383.1787,1024.0,28498.047833644432,13.631598823015553,3914
66,0.010142586855090438,460.57793515969075,1.0240000486373901,0.09999999999999998,1.1340000000000001,-0.44,28221.33061910472,21.20660444168931,50.57575181551041,646018382.9226999,-2561024.0,28312.37704764689,13.4941786368915,3914
67,0.010256271326301027,460.57793515969075,1.0240000486373901,0.09999999999999998,1.1340000000000001,-0.44,28405.292075307818,21.20660444168931,50.57575181551041,646018383.1787,1024.0,28498.04783375456,13.620261263774871,3914
