,A,Epeak,TS,bkg_nllh,dur,gamma,imx,imy,nllh,phi,theta,time,timeID,squareID
0,0.0176536949663125,290.605030894529,14.276171520685695,28312.37704738719,1.0240000486373901,-0.10000000000000003,1.03,-0.563,28210.47251074317,28.66110182939361,49.57183961692439,646018382.9226999,-2561024.0,3760
1,0.016560647836809602,290.605030894529,14.231512001150149,28312.37704738719,1.0240000486373901,0.09999999999999998,1.03,-0.563,28211.109080467748,28.66110182939361,49.57183961692439,646018382.9226999,-2561024.0,3760
2,0.015350313992588807,290.605030894529,14.140008646312818,28312.37704738719,1.0240000486373901,0.3,1.03,-0.563,28212.407125128288,28.66110182939361,49.57183961692439,646018382.9226999,-2561024.0,3760
3,0.010920578278188637,460.57793515969075,14.47471788292488,28312.37704738719,1.0240000486373901,-0.10000000000000003,1.03,-0.563,28207.618318492056,28.66110182939361,49.57183961692439,646018382.9226999,-2561024.0,3760
4,0.011043550593673658,460.57793515969075,14.505864697128212,28312.37704738719,1.0240000486373901,0.09999999999999998,1.03,-0.563,28207.166992081493,28.66110182939361,49.57183961692439,646018382.9226999,-2561024.0,3760
5,0.011006974058996378,460.57793515969075,14.4893898496764,28312.37704738719,1.0240000486373901,0.3,1.03,-0.563,28207.405838279235,28.66110182939361,49.57183961692439,646018382.9226999,-2561024.0,3760
6,0.0071046900798543925,729.9668340323904,14.389979037273475,28312.37704738719,1.0240000486373901,-0.10000000000000003,1.03,-0.563,28208.841299040603,28.66110182939361,49.57183961692439,646018382.9226999,-2561024.0,3760
7,0.007710939086928364,729.9668340323904,14.506889736315383,28312.37704738719,1.0240000486373901,0.09999999999999998,1.03,-0.563,28207.152122476382,28.66110182939361,49.57183961692439,646018382.9226999,-2561024.0,3760
8,0.008222764867503169,729.9668340323904,14.579347222348922,28312.37704738719,1.0240000486373901,0.3,1.03,-0.563,28206.09836467228,28.66110182939361,49.57183961692439,646018382.9226999,-2561024.0,3760
9,0.017934645808001977,290.605030894529,14.50978814070805,28312.37704738719,1.0240000486373901,-0.10000000000000003,1.032,-0.563,28207.110071443072,28.614349399802624,49.61409855363095,646018382.9226999,-2561024.0,3760
10,0.01685123226239347,290.605030894529,14.490354814762213,28312.37704738719,1.0240000486373901,0.09999999999999998,1.032,-0.563,28207.391856058337,28.614349399802624,49.61409855363095,646018382.9226999,-2561024.0,3760
11,0.015648694773512786,290.605030894529,14.426485421644134,28312.37704738719,1.0240000486373901,0.3,1.032,-0.563,28208.315306576733,28.614349399802624,49.61409855363095,646018382.9226999,-2561024.0,3760
12,0.011056126407264168,460.57793515969075,14.657444195433897,28312.37704738719,1.0240000486373901,-0.10000000000000003,1.032,-0.563,28204.95671221606,28.614349399802624,49.61409855363095,646018382.9226999,-2561024.0,3760
13,0.01119888448601453,460.57793515969075,14.71481562912559,28312.37704738719,1.0240000486373901,0.09999999999999998,1.032,-0.563,28204.11414788761,28.614349399802624,49.61409855363095,646018382.9226999,-2561024.0,3760
14,0.011182665853594403,460.57793515969075,14.72819832484002,28312.37704738719,1.0240000486373901,0.3,1.032,-0.563,28203.917134439278,28.614349399802624,49.61409855363095,646018382.9226999,-2561024.0,3760
15,0.007175156004569922,729.9668340323904,14.534640311777798,28312.37704738719,1.0240000486373901,-0.10000000000000003,1.032,-0.563,28206.74916289081,28.614349399802624,49.61409855363095,646018382.9226999,-2561024.0,3760
