,A,Epeak,TS,bkg_nllh,dur,gamma,nllh,phi,theta,time,timeID,hp_ind
0,123.08024647253197,25.118864315095795,10.153213849349505,46039.44035386213,2.0479999780654907,-0.2,45987.89647812682,128.00824006121326,144.42754970781232,646018382.6667001,-5122048.0,1363
1,18.551912393663283,25.118864315095795,10.916965350187784,46039.44035386213,2.0479999780654907,0.4000000000000001,45979.85028763353,128.00824006121326,144.42754970781232,646018382.6667001,-5122048.0,1363
2,2.4510793692461537,25.118864315095795,12.037483684862385,46039.44035386213,2.0479999780654907,1.0000000000000002,45966.98984713047,128.00824006121326,144.42754970781232,646018382.6667001,-5122048.0,1363
3,0.24704611096456933,25.118864315095795,13.919852103273533,46039.44035386213,2.0479999780654907,1.6000000000000003,45942.55921257363,128.00824006121326,144.42754970781232,646018382.6667001,-5122048.0,1363
4,1.0,25.118864315095795,0.0,46039.44035386213,2.0479999780654907,2.2,,128.00824006121326,144.42754970781232,646018382.6667001,-5122048.0,1363
5,1.7726821823465064,63.0957344480193,13.282015732843734,46039.44035386213,2.0479999780654907,-0.2,45951.23438289838,128.00824006121326,144.42754970781232,646018382.6667001,-5122048.0,1363
6,0.655705520187086,63.0957344480193,13.786107306668514,46039.44035386213,2.0479999780654907,0.4000000000000001,45944.411976526644,128.00824006121326,144.42754970781232,646018382.6667001,-5122048.0,1363
7,0.23290541535771875,63.0957344480193,14.439073898604793,46039.44035386213,2.0479999780654907,1.0000000000000002,45935.19692633745,128.00824006121326,144.42754970781232,646018382.6667001,-5122048.0,1363
8,0.0758094692907738,63.0957344480193,15.354633912392323,46039.44035386213,2.0479999780654907,1.6000000000000003,45921.55796257034,128.00824006121326,144.42754970781232,646018382.6667001,-5122048.0,1363
9,1.0,63.0957344480193,0.0,46039.44035386213,2.0479999780654907,2.2,421002.63855724956,128.00824006121326,144.42754970781232,646018382.6667001,-5122048.0,1363
10,0.1273741936725808,158.48931924611142,15.555163733377963,46039.44035386213,2.0479999780654907,-0.2,45918.458794476035,128.00824006121326,144.42754970781232,646018382.6667001,-5122048.0,1363
11,0.0881182405317197,158.48931924611142,15.682358337618368,46039.44035386213,2.0479999780654907,0.4000000000000001,45916.4721723474,128.00824006121326,144.42754970781232,646018382.6667001,-5122048.0,1363
12,0.06034586526152233,158.48931924611142,15.843312838122598,46039.44035386213,2.0479999780654907,1.0000000000000002,45913.93507301882,128.00824006121326,144.42754970781232,646018382.6667001,-5122048.0,1363
13,0.040417413186629336,158.48931924611142,16.07614567707264,46039.44035386213,2.0479999780654907,1.6000000000000003,45910.2191239469,128.00824006121326,144.42754970781232,646018382.6667001,-5122048.0,1363
14,0.003290684734983902,158.48931924611142,16.0533495816669,46039.44035386213,2.0479999780654907,2.2,45910.58533746653,128.00824006121326,144.42754970781232,646018382.6667001,-5122048.0,1363
15,0.02310691490193138,398.1071705534973,16.51855498894657,46039.44035386213,2.0479999780654907,-0.2,45903.00902440071,128.00824006121326,144.42754970781232,646018382.6667001,-5122048.0,1363
16,0.025521248236882493,398.1071705534973,16.50038846081461,46039.44035386213,2.0479999780654907,0.4000000000000001,45903.30894418324,128.00824006121326,144.42754970781232,646018382.6667001,-5122048.0,1363
17,0.027610215133884376,398.1071705534973,16.46407498980965,46039.44035386213,2.0479999780654907,1.0000000000000002,45903.907471227096,128.00824006121326,144.42754970781232,646018382.6667001,-5122048.0,1363
18,0.029067326508567932,398.1071705534973,16.408614298495724,46039.44035386213,2.0479999780654907,1.6000000000000003,45904.819042263734,128.00824006121326,144.42754970781232,646018382.6667001,-5122048.0,1363
19,0.02832895521424539,398.1071705534973,16.49855975798352,46039.44035386213,2.0479999780654907,2.2,45903.33911681826,128.00824006121326,144.42754970781232,646018382.6667001,-5122048.0,1363
20,0.006749912790623005,1000.0,16.61221925795001,46039.44035386213,2.0479999780654907,-0.2,45901.45743952503,128.00824006121326,144.42754970781232,646018382.6667001,-5122048.0,1363
21,0.011188745415999622,1000.0,16.68229671918401,46039.44035386213,2.0479999780654907,0.4000000000000001,45900.290841948685,128.00824006121326,144.42754970781232,646018382.6667001,-5122048.0,1363
22,0.017292970159001605,1000.0,16.684353008656988,46039.44035386213,2.0479999780654907,1.0000000000000002,45900.25653620339,128.00824006121326,144.42754970781232,646018382.6667001,-5122048.0,1363
23,0.024525336654221748,1000.0,16.561639092066457,46039.44035386213,2.0479999780654907,1.6000000000000003,45902.2964091542,128.00824006121326,144.42754970781232,646018382.6667001,-5122048.0,1363
24,0.031491163454069555,1000.0,16.281021149464358,46039.44035386213,2.0479999780654907,2.2,45906.90452902748,128.00824006121326,144.42754970781232,646018382.6667001,-5122048.0,1363
25,0.019532632852197238,630.957344480193,16.62391351424534,46039.44035386213,2.0479999780654907,0.8000000000000003,45901.26310359758,128.00824006121326,144.42754970781232,646018382.6667001,-5122048.0,1363
26,0.02123159150256069,630.957344480193,16.605343590046225,46039.44035386213,2.0479999780654907,1.0000000000000002,45901.57163599039,128.00824006121326,144.42754970781232,646018382.6667001,-5122048.0,1363
