,A,Epeak,dur,gamma,imx,imy,nllh,phi,theta,time,timeID,bkg_nllh,TS,squareID
12,0.011376192874042278,212.13203435596432,2.0479999780654907,0.09999999999999998,0.20200000000000015,-0.64,45941.913744047015,72.48300114154571,33.866409192653855,646018382.6667,-5122048.0,46039.44035070585,13.966145256214215,2759
16,0.007423009025915741,212.13203435596432,2.0479999780654907,0.6,0.20200000000000015,-0.64,45951.28242687297,72.48300114154571,33.866409192653855,646018382.6667,-5122048.0,46039.44035070585,13.278397782329387,2759
24,0.007032742158717392,460.57793515969075,2.0479999780654907,0.09999999999999998,0.20200000000000015,-0.64,45913.73297391186,72.48300114154571,33.866409192653855,646018382.6667,-5122048.0,46039.44035070585,15.856063622097045,2759
25,0.008004135414205816,460.57793515969075,1.0240000486373901,0.09999999999999998,0.20200000000000015,-0.64,28232.24689838851,72.48300114154571,33.866409192653855,646018382.9226999,-2561024.0,28312.3770471984,12.659395626165624,2759
26,0.008636622748831787,460.57793515969075,1.0240000486373901,0.09999999999999998,0.20200000000000015,-0.64,28405.00460825996,72.48300114154571,33.866409192653855,646018383.1787,1024.0,28498.047833018554,13.641350721874714,2759
27,0.008603826212696236,460.57793515969075,1.0240000486373901,0.09999999999999998,0.20200000000000015,-0.64,28391.426726129066,72.48300114154571,33.866409192653855,646018383.4347,2561024.0,28483.492600810365,13.569515443176204,2759
28,0.005863318932907796,460.57793515969075,2.0479999780654907,0.6,0.20200000000000015,-0.64,45927.26414961357,72.48300114154571,33.866409192653855,646018382.6667,-5122048.0,46039.44035070585,14.97839785105757,2759
30,0.007061437434740835,460.57793515969075,1.0240000486373901,0.6,0.20200000000000015,-0.64,28417.97076100233,72.48300114154571,33.866409192653855,646018383.1787,1024.0,28498.047833018554,12.655202251740224,2759
31,0.007081900712255898,460.57793515969075,1.0240000486373901,0.6,0.20200000000000015,-0.64,28403.2885026947,72.48300114154571,33.866409192653855,646018383.4347,2561024.0,28483.492600810365,12.665235735324016,2759
32,0.004031094291540689,460.57793515969075,2.0479999780654907,1.1,0.20200000000000015,-0.64,45949.54535557607,72.48300114154571,33.866409192653855,646018382.6667,-5122048.0,46039.44035070585,13.408578979875804,2759
48,0.011200814633423173,212.13203435596432,2.0479999780654907,0.09999999999999998,0.20600000000000016,-0.64,45945.2733265995,72.15793083812734,33.914369909148945,646018382.6667,-5122048.0,46039.44035079612,13.72348528593377,2759
52,0.007302271322191191,212.13203435596432,2.0479999780654907,0.6,0.20600000000000016,-0.64,45954.40794969684,72.15793083812734,33.914369909148945,646018382.6667,-5122048.0,46039.44035079612,13.040889624506235,2759
60,0.006960364821371579,460.57793515969075,2.0479999780654907,0.09999999999999998,0.20600000000000016,-0.64,45916.66779559142,72.15793083812734,33.914369909148945,646018382.6667,-5122048.0,46039.44035079612,15.669879080879834,2759
61,0.008299459317216191,460.57793515969075,1.0240000486373901,0.09999999999999998,0.20600000000000016,-0.64,28226.371569887662,72.15793083812734,33.914369909148945,646018382.9226999,-2561024.0,28312.377047034584,13.115294670492325,2759
62,0.008710119443164384,460.57793515969075,1.0240000486373901,0.09999999999999998,0.20600000000000016,-0.64,28403.386541253898,72.15793083812734,33.914369909148945,646018383.1787,1024.0,28498.047832996188,13.759454330916608,2759
63,0.008897835899714658,460.57793515969075,1.0240000486373901,0.09999999999999998,0.20600000000000016,-0.64,28385.297578443962,72.15793083812734,33.914369909148945,646018383.4347,2561024.0,28483.492600746635,14.013923241025152,2759
64,0.0057913652293153164,460.57793515969075,2.0479999780654907,0.6,0.20600000000000016,-0.64,45930.37260517664,72.15793083812734,33.914369909148945,646018382.6667,-5122048.0,46039.44035079612,14.769410659838483,2759
65,0.0068618700172854066,460.57793515969075,1.0240000486373901,0.6,0.20600000000000016,-0.64,28236.88252703627,72.15793083812734,33.914369909148945,646018382.9226999,-2561024.0,28312.377047034584,12.287759763139562,2759
66,0.007128613614016817,460.57793515969075,1.0240000486373901,0.6,0.20600000000000016,-0.64,28416.665335111207,72.15793083812734,33.914369909148945,646018383.1787,1024.0,28498.047832996188,12.757938539198305,2759
67,0.0073308297036403765,460.57793515969075,1.0240000486373901,0.6,0.20600000000000016,-0.64,28398.27966807365,72.15793083812734,33.914369909148945,646018383.4347,2561024.0,28483.492600746635,13.054725785935497,2759
68,0.003971092212655473,460.57793515969075,2.0479999780654907,1.1,0.20600000000000016,-0.64,45952.39322881268,72.15793083812734,33.914369909148945,646018382.6667,-5122048.0,46039.44035079612,13.194477783030008,2759
84,0.010722524970666626,212.13203435596432,2.0479999780654907,0.09999999999999998,0.21000000000000016,-0.64,45952.967942066585,71.83404347077446,33.963126607635274,646018382.6667,-5122048.0,46039.440351066354,13.150848565759471,2759
88,0.00694257346750898,212.13203435596432,2.0479999780654907,0.6,0.21000000000000016,-0.64,45962.59746015652,71.83404347077446,33.963126607635274,646018382.6667,-5122048.0,46039.440351066354,12.397006970219591,2759
96,0.006747638594324605,460.57793515969075,2.0479999780654907,0.09999999999999998,0.21000000000000016,-0.64,45923.90396744636,71.83404347077446,33.963126607635274,646018382.6667,-5122048.0,46039.440351066354,15.201077831522188,2759
97,0.008112433826194297,460.57793515969075,1.0240000486373901,0.09999999999999998,0.21000000000000016,-0.64,28230.579099392817,71.83404347077446,33.963126607635274,646018382.9226999,-2561024.0,28312.377047153328,12.790461114479909,2759
98,0.008404550981789969,460.57793515969075,1.0240000486373901,0.09999999999999998,0.21000000000000016,-0.64,28410.499187106903,71.83404347077446,33.963126607635274,646018383.1787,1024.0,28498.0478331466,13.232433339314195,2759
99,0.00847496580197013,460.57793515969075,1.0240000486373901,0.09999999999999998,0.21000000000000016,-0.64,28394.22066170363,71.83404347077446,33.963126607635274,646018383.4347,2561024.0,28483.49260097077,13.362031227858944,2759
100,0.005566044807491187,460.57793515969075,2.0479999780654907,0.6,0.21000000000000016,-0.64,45938.68468618671,71.83404347077446,33.963126607635274,646018382.6667,-5122048.0,46039.440351066354,14.195468634718992,2759
102,0.006858269878673735,460.57793515969075,1.0240000486373901,0.6,0.21000000000000016,-0.64,28423.26268835296,71.83404347077446,33.963126607635274,646018383.1787,1024.0,28498.0478331466,12.229893277836968,2759
103,0.006904818180796419,460.57793515969075,1.0240000486373901,0.6,0.21000000000000016,-0.64,28407.627944422813,71.83404347077446,33.963126607635274,646018383.4347,2561024.0,28483.49260097077,12.317845310601815,2759
104,0.0037734048018330324,460.57793515969075,2.0479999780654907,1.1,0.21000000000000016,-0.64,45961.05571868714,71.83404347077446,33.963126607635274,646018382.6667,-5122048.0,46039.440351066354,12.520753362255546,2759
120,0.011399659450995105,212.13203435596432,2.0479999780654907,0.09999999999999998,0.21400000000000016,-0.64,45941.40609621867,71.51135318013542,34.01267172578599,646018382.6667,-5122048.0,46039.440350681136,14.002446533550161,2759
124,0.0074518966570254475,212.13203435596432,2.0479999780654907,0.6,0.21400000000000016,-0.64,45950.51410911043,71.51135318013542,34.01267172578599,646018382.6667,-5122048.0,46039.440350681136,13.336134490226568,2759
128,0.004370077723093982,212.13203435596432,2.0479999780654907,1.1,0.21400000000000016,-0.64,45964.04490960922,71.51135318013542,34.01267172578599,646018382.6667,-5122048.0,46039.440350681136,12.279693894549338,2759
132,0.007021292726152225,460.57793515969075,2.0479999780654907,0.09999999999999998,0.21400000000000016,-0.64,45913.924850942494,71.51135318013542,34.01267172578599,646018382.6667,-5122048.0,46039.440350681136,15.843957822377694,2759
133,0.008195984247114377,460.57793515969075,1.0240000486373901,0.09999999999999998,0.21400000000000016,-0.64,28228.62473631396,71.51135318013542,34.01267172578599,646018382.9226999,-2561024.0,28312.3770470381,12.94235764643672,2759
134,0.00850575351011477,460.57793515969075,1.0240000486373901,0.09999999999999998,0.21400000000000016,-0.64,28408.161514153977,71.51135318013542,34.01267172578599,646018383.1787,1024.0,28498.04783309561,13.407931901798529,2759
135,0.008727783279331285,460.57793515969075,1.0240000486373901,0.09999999999999998,0.21400000000000016,-0.64,28388.841175430924,71.51135318013542,34.01267172578599,646018383.4347,2561024.0,28483.492600799374,13.758737250812727,2759
136,0.005868364390285482,460.57793515969075,2.0479999780654907,0.6,0.21400000000000016,-0.64,45926.909913877156,71.51135318013542,34.01267172578599,646018382.6667,-5122048.0,46039.440350681136,15.002028983039573,2759
138,0.006942504559728907,460.57793515969075,1.0240000486373901,0.6,0.21400000000000016,-0.64,28421.099482224854,71.51135318013542,34.01267172578599,646018383.1787,1024.0,28498.04783309561,12.405510942380104,2759
139,0.0071795540120318125,460.57793515969075,1.0240000486373901,0.6,0.21400000000000016,-0.64,28401.331627597017,71.51135318013542,34.01267172578599,646018383.4347,2561024.0,28483.492600799374,12.818812207248932,2759
140,0.004046991327413917,460.57793515969075,2.0479999780654907,1.1,0.21400000000000016,-0.64,45948.77325554471,71.51135318013542,34.01267172578599,646018382.6667,-5122048.0,46039.440350681136,13.466038403066326,2759
156,0.011058245638050775,212.13203435596432,2.0479999780654907,0.09999999999999998,0.21800000000000014,-0.64,45946.42785522278,71.18987369878843,34.062997629589034,646018382.6667,-5122048.0,46039.44035077031,13.63909788421016,2759
160,0.007236813932620061,212.13203435596432,2.0479999780654907,0.6,0.21800000000000014,-0.64,45954.82097765387,71.18987369878843,34.062997629589034,646018382.6667,-5122048.0,46039.44035077031,13.009179306661778,2759
168,0.006856439680719119,460.57793515969075,2.0479999780654907,0.09999999999999998,0.21800000000000014,-0.64,45919.030270127696,71.18987369878843,34.062997629589034,646018382.6667,-5122048.0,46039.44035077031,15.518381400301646,2759
169,0.008210073737771098,460.57793515969075,1.0240000486373901,0.09999999999999998,0.21800000000000014,-0.64,28227.736167842926,71.18987369878843,34.062997629589034,646018382.9226999,-2561024.0,28312.37704698112,13.01083234371995,2759
170,0.00851537447035735,460.57793515969075,1.0240000486373901,0.09999999999999998,0.21800000000000014,-0.64,28407.419409089667,71.18987369878843,34.062997629589034,646018383.1787,1024.0,28498.04783307154,13.463166342422886,2759
171,0.008372137890689026,460.57793515969075,1.0240000486373901,0.09999999999999998,0.21800000000000014,-0.64,28395.795863710176,71.18987369878843,34.062997629589034,646018383.4347,2561024.0,28483.492600955877,13.24362014297452,2759
172,0.005720794246160141,460.57793515969075,2.0479999780654907,0.6,0.21800000000000014,-0.64,45931.72872489783,71.18987369878843,34.062997629589034,646018382.6667,-5122048.0,46039.44035077031,14.67730396717859,2759
173,0.006828056016806795,460.57793515969075,1.0240000486373901,0.6,0.21800000000000014,-0.64,28236.96507299774,71.18987369878843,34.062997629589034,646018382.9226999,-2561024.0,28312.37704698112,12.281040182605091,2759
174,0.006963200884021489,460.57793515969075,1.0240000486373901,0.6,0.21800000000000014,-0.64,28420.39028295414,71.18987369878843,34.062997629589034,646018383.1787,1024.0,28498.04783307154,12.462547903009328,2759
175,0.0068297906117078255,460.57793515969075,1.0240000486373901,0.6,0.21800000000000014,-0.64,28408.623220082132,71.18987369878843,34.062997629589034,646018383.4347,2561024.0,28483.492600955877,12.236779059355806,2759
176,0.003945399661341723,460.57793515969075,2.0479999780654907,1.1,0.21800000000000014,-0.64,45952.512210651104,71.18987369878843,34.062997629589034,646018382.6667,-5122048.0,46039.44035077031,13.185457149390432,2759
