dur,imx0,imx1,imy0,imy1,squareID,time,timeID,proc_group
2.048,0.2400000000000002,0.28000000000000025,-0.6,-0.56,2810,646018382.6667,-5122048,36
2.048,0.2400000000000002,0.28000000000000025,-0.56,-0.52,2811,646018382.6667,-5122048,37
2.048,0.2400000000000002,0.28000000000000025,-0.52,-0.48,2812,646018382.6667,-5122048,38
2.048,0.2400000000000002,0.28000000000000025,-0.48,-0.43999999999999995,2813,646018382.6667,-5122048,39
2.048,0.2400000000000002,0.28000000000000025,-0.43999999999999995,-0.4,2814,646018382.6667,-5122048,40
2.048,0.2400000000000002,0.28000000000000025,-0.4,-0.36,2815,646018382.6667,-5122048,41
2.048,0.16000000000000014,0.20000000000000018,-0.36,-0.31999999999999995,2716,646018382.6667,-5122048,11
2.048,0.20000000000000018,0.2400000000000002,-0.36,-0.31999999999999995,2766,646018382.6667,-5122048,26
2.048,0.2400000000000002,0.28000000000000025,-0.36,-0.31999999999999995,2816,646018382.6667,-5122048,42
2.048,0.28000000000000025,0.31999999999999984,-0.8,-0.76,2855,646018382.6667,-5122048,48
2.048,0.28000000000000025,0.31999999999999984,-0.76,-0.72,2856,646018382.6667,-5122048,49
2.048,0.28000000000000025,0.31999999999999984,-0.72,-0.6799999999999999,2857,646018382.6667,-5122048,50
2.048,0.28000000000000025,0.31999999999999984,-0.6799999999999999,-0.64,2858,646018382.6667,-5122048,51
2.048,0.28000000000000025,0.31999999999999984,-0.64,-0.6,2859,646018382.6667,-5122048,52
2.048,0.28000000000000025,0.31999999999999984,-0.6,-0.56,2860,646018382.6667,-5122048,53
2.048,0.28000000000000025,0.31999999999999984,-0.56,-0.52,2861,646018382.6667,-5122048,54
2.048,0.28000000000000025,0.31999999999999984,-0.52,-0.48,2862,646018382.6667,-5122048,55
2.048,0.28000000000000025,0.31999999999999984,-0.48,-0.43999999999999995,2863,646018382.6667,-5122048,56
2.048,0.28000000000000025,0.31999999999999984,-0.43999999999999995,-0.4,2864,646018382.6667,-5122048,57
2.048,0.28000000000000025,0.31999999999999984,-0.4,-0.36,2865,646018382.6667,-5122048,58
2.048,0.28000000000000025,0.31999999999999984,-0.36,-0.31999999999999995,2866,646018382.6667,-5122048,59
2.048,0.20000000000000018,0.2400000000000002,-0.31999999999999995,-0.28,2767,646018382.6667,-5122048,27
2.048,0.2400000000000002,0.28000000000000025,-0.31999999999999995,-0.28,2817,646018382.6667,-5122048,43
2.048,0.28000000000000025,0.31999999999999984,-0.31999999999999995,-0.28,2867,646018382.6667,-5122048,60
2.048,0.2400000000000002,0.28000000000000025,-0.84,-0.8,2804,646018382.6667,-5122048,30
2.048,0.28000000000000025,0.31999999999999984,-0.84,-0.8,2854,646018382.6667,-5122048,47
2.048,0.31999999999999984,0.3599999999999999,-0.84,-0.8,2904,646018382.6667,-5122048,65
2.048,0.31999999999999984,0.3599999999999999,-0.8,-0.76,2905,646018382.6667,-5122048,66
