,A,Epeak,dur,gamma,imx,imy,nllh,phi,theta,time,timeID,bkg_nllh,TS,squareID
6,0.018292804024389632,212.13203435596432,1.0240000486373901,0.09999999999999998,1.162,-0.28,28230.766722997127,13.547938988000496,50.082840527562134,646018382.9226999,-2561024.0,28312.377047331967,12.77578368123386,3968
7,0.019378479138877247,212.13203435596432,1.0240000486373901,0.09999999999999998,1.162,-0.28,28407.04375832812,13.547938988000496,50.082840527562134,646018383.1787,1024.0,28498.047833274697,13.491039614987203,3968
8,0.012767996196852517,212.13203435596432,1.0240000486373901,0.6,1.162,-0.28,28235.43225937118,13.547938988000496,50.082840527562134,646018382.9226999,-2561024.0,28312.377047331967,12.405223735248544,3968
9,0.013375718031188992,212.13203435596432,1.0240000486373901,0.6,1.162,-0.28,28414.244996565183,13.547938988000496,50.082840527562134,646018383.1787,1024.0,28498.047833274697,12.946260982192035,3968
12,0.009601679420870287,460.57793515969075,1.0240000486373901,0.09999999999999998,1.162,-0.28,28219.799975513517,13.547938988000496,50.082840527562134,646018382.9226999,-2561024.0,28312.377047331967,13.60713576168404,3968
13,0.010273360551532553,460.57793515969075,1.0240000486373901,0.09999999999999998,1.162,-0.28,28392.36041661926,13.547938988000496,50.082840527562134,646018383.1787,1024.0,28498.047833274697,14.53873561596311,3968
14,0.008901974133488871,460.57793515969075,1.0240000486373901,0.6,1.162,-0.28,28222.930753100238,13.547938988000496,50.082840527562134,646018382.9226999,-2561024.0,28312.377047331967,13.375073400301739,3968
15,0.009424323492331015,460.57793515969075,1.0240000486373901,0.6,1.162,-0.28,28398.248611563493,13.547938988000496,50.082840527562134,646018383.1787,1024.0,28498.047833274697,14.127931321407544,3968
16,0.0069700410523286195,460.57793515969075,1.0240000486373901,1.1,1.162,-0.28,28233.896014264425,13.547938988000496,50.082840527562134,646018382.9226999,-2561024.0,28312.377047331967,12.528450268691874,3968
17,0.007266428070921364,460.57793515969075,1.0240000486373901,1.1,1.162,-0.28,28413.429056856374,13.547938988000496,50.082840527562134,646018383.1787,1024.0,28498.047833274697,13.009133439112942,3968
25,0.019354179526125267,212.13203435596432,1.0240000486373901,0.09999999999999998,1.166,-0.28,28408.659561823504,13.50316705039576,50.17441468896986,646018383.1787,1024.0,28498.04783331387,13.370734571471129,3968
27,0.01335422477813993,212.13203435596432,1.0240000486373901,0.6,1.166,-0.28,28415.707057734082,13.50316705039576,50.17441468896986,646018383.1787,1024.0,28498.04783331387,12.832830987727446,3968
30,0.009300405676581882,460.57793515969075,1.0240000486373901,0.09999999999999998,1.166,-0.28,28226.553302080487,13.50316705039576,50.17441468896986,646018382.9226999,-2561024.0,28312.377047523958,13.101430871738485,3968
31,0.010255825361894563,460.57793515969075,1.0240000486373901,0.09999999999999998,1.166,-0.28,28393.74527154184,13.50316705039576,50.17441468896986,646018383.1787,1024.0,28498.04783331387,14.443168750106775,3968
32,0.008549042341162928,460.57793515969075,1.0240000486373901,0.6,1.166,-0.28,28231.274719126137,13.50316705039576,50.17441468896986,646018382.9226999,-2561024.0,28312.377047523958,12.73595920202488,3968
33,0.009413426118416723,460.57793515969075,1.0240000486373901,0.6,1.166,-0.28,28399.630327585703,13.50316705039576,50.17441468896986,646018383.1787,1024.0,28498.04783331387,14.029790142989892,3968
35,0.007254646041811313,460.57793515969075,1.0240000486373901,1.1,1.166,-0.28,28414.718476192516,13.50316705039576,50.17441468896986,646018383.1787,1024.0,28498.04783331387,12.909636487628488,3968
43,0.018375423038898202,212.13203435596432,1.0240000486373901,0.09999999999999998,1.17,-0.28,28419.458226924653,13.458684608615023,50.26565620739813,646018383.1787,1024.0,28498.047833490025,12.537113428965407,3968
48,0.009072839191029828,460.57793515969075,1.0240000486373901,0.09999999999999998,1.17,-0.28,28231.538099710684,13.458684608615023,50.26565620739813,646018382.9226999,-2561024.0,28312.37704765086,12.715262320548295,3968
49,0.00983291206941917,460.57793515969075,1.0240000486373901,0.09999999999999998,1.17,-0.28,28403.701197983246,13.458684608615023,50.26565620739813,646018383.1787,1024.0,28498.047833490025,13.736566929679295,3968
51,0.009023064906110344,460.57793515969075,1.0240000486373901,0.6,1.17,-0.28,28409.524539895803,13.458684608615023,50.26565620739813,646018383.1787,1024.0,28498.047833490025,13.305885434214606,3968
66,0.009213072408801825,460.57793515969075,1.0240000486373901,0.09999999999999998,1.174,-0.28,28229.097402644384,13.414488916988818,50.356566262988814,646018382.9226999,-2561024.0,28312.37704758863,12.905785132586601,3968
67,0.009606992873064728,460.57793515969075,1.0240000486373901,0.09999999999999998,1.174,-0.28,28407.939176459873,13.414488916988818,50.356566262988814,646018383.1787,1024.0,28498.047833579833,13.424504245592043,3968
68,0.008479000198262084,460.57793515969075,1.0240000486373901,0.6,1.174,-0.28,28233.713586397276,13.414488916988818,50.356566262988814,646018382.9226999,-2561024.0,28312.37704758863,12.543002925245146,3968
69,0.008770535066559837,460.57793515969075,1.0240000486373901,0.6,1.174,-0.28,28414.24133185846,13.414488916988818,50.356566262988814,646018383.1787,1024.0,28498.047833579833,12.94654407333277,3968
84,0.009441096061084368,460.57793515969075,1.0240000486373901,0.09999999999999998,1.178,-0.28,28224.7213616519,13.370577263768087,50.44714603742258,646018382.9226999,-2561024.0,28312.37704747393,13.24052006697836,3968
85,0.009653656456371257,460.57793515969075,1.0240000486373901,0.09999999999999998,1.178,-0.28,28407.505403020394,13.370577263768087,50.44714603742258,646018383.1787,1024.0,28498.047833502067,13.456777510360597,3968
86,0.008762863132031437,460.57793515969075,1.0240000486373901,0.6,1.178,-0.28,28228.357072124763,13.370577263768087,50.44714603742258,646018382.9226999,-2561024.0,28312.37704747393,12.963022436852077,3968
87,0.008920853338720681,460.57793515969075,1.0240000486373901,0.6,1.178,-0.28,28411.985308641284,13.370577263768087,50.44714603742258,646018383.1787,1024.0,28498.047833502067,13.119643658330284,3968
102,0.009220773881053477,460.57793515969075,1.0240000486373901,0.09999999999999998,1.182,-0.28,28228.636043382758,13.326946970613239,50.537396713771585,646018382.9226999,-2561024.0,28312.37704765311,12.941484016166946,3968
103,0.00938649909982338,460.57793515969075,1.0240000486373901,0.09999999999999998,1.182,-0.28,28412.431002302397,13.326946970613239,50.537396713771585,646018383.1787,1024.0,28498.047833711036,13.085628101748801,3968
104,0.008403872127187212,460.57793515969075,1.0240000486373901,0.6,1.182,-0.28,28235.106616739093,13.326946970613239,50.537396713771585,646018382.9226999,-2561024.0,28312.37704765311,12.431446489770785,3968
105,0.008495933030430237,460.57793515969075,1.0240000486373901,0.6,1.182,-0.28,28420.179135116105,13.326946970613239,50.537396713771585,646018383.1787,1024.0,28498.047833711036,12.479479043207824,3968
120,0.009167654594056877,460.57793515969075,1.0240000486373901,0.09999999999999998,1.186,-0.28,28230.60331010899,13.28359539209219,50.62731947635539,646018382.9226999,-2561024.0,28312.377047634815,12.78856813922698,3968
121,0.009772567798114027,460.57793515969075,1.0240000486373901,0.09999999999999998,1.186,-0.28,28405.915564743875,13.28359539209219,50.62731947635539,646018383.1787,1024.0,28498.0478335383,13.574407448903738,3968
122,0.008450865938843694,460.57793515969075,1.0240000486373901,0.6,1.186,-0.28,28235.381033780403,13.28359539209219,50.62731947635539,646018382.9226999,-2561024.0,28312.377047634815,12.409352429068328,3968
123,0.009002384337240097,460.57793515969075,1.0240000486373901,0.6,1.186,-0.28,28411.48979780073,13.28359539209219,50.62731947635539,646018383.1787,1024.0,28498.0478335383,13.157358073532311,3968
133,0.01829146677619513,212.13203435596432,1.0240000486373901,0.09999999999999998,1.19,-0.28,28420.895627983995,13.240519915187207,50.71691551059992,646018383.1787,1024.0,28498.04783354811,12.421932664775994,3968
138,0.009154195212359226,460.57793515969075,1.0240000486373901,0.09999999999999998,1.19,-0.28,28230.484022956523,13.240519915187207,50.71691551059992,646018382.9226999,-2561024.0,28312.37704764986,12.797892380649072,3968
