4U 1700-377_rt_sum,A,Epeak,GRO J1655-40_rt_sum,GX 339-4_rt_sum,Sco X-1_rt_sum,TS,bkg_nllh,dur,gamma,hp_ind,ndets,nllh,phi,solid_angle,theta,time,timeID
0.0,0.003891980690578487,1000.0,0.0,0.0,0.0,2.642394341159754,38.015807756954175,0.256,0.8365024454625645,8,0,34.52468382985763,22.5,0.0,60.00000000000001,646018382.6027,-5760256
0.0,0.01361692853789006,79.26039510036118,0.0,0.0,0.0,8.320850074354247,70.70117555994202,0.256,2.0745321025013843,8,0,36.08290258000147,22.5,0.0,60.00000000000001,646018383.1147,-640256
0.0,0.00976161252890093,123.44586229542399,0.0,0.0,0.0,5.237581198591794,49.848720048571565,0.256,2.0891994574570942,8,0,36.13259164265044,22.5,0.0,60.00000000000001,646018382.7307,-4480256
0.0,0.020784775713316248,29.05812419833082,0.0,0.0,0.0,4.898483980846511,47.35056967062155,0.256,1.8654245219210914,8,0,35.35299701531661,22.5,0.0,60.00000000000001,646018382.7947,-3840256
0.0,0.016257849373354987,71.84290314904736,0.0,0.0,0.0,9.965842024173687,83.91261999685153,0.256,2.0680417804972557,8,0,34.253616371458385,22.5,0.0,60.00000000000001,646018383.3067,1280256
0.0,0.014213633767462415,73.35433936729865,0.0,0.0,0.0,8.726893915125132,76.33694948680446,0.256,2.070592505620685,8,0,38.25761078388044,22.5,0.0,60.00000000000001,646018383.4347,2560256
0.0,0.015491594562894905,1000.0,0.0,0.0,0.0,8.690035546684618,76.05437822359524,0.256,1.2219218397778377,8,0,38.296019322274134,22.5,0.0,60.00000000000001,646018383.4987,3200256
0.0,0.024723228757933032,340.0114205153377,0.0,0.0,0.0,9.50152156449794,84.2846633586712,0.256,0.09055148900679316,8,0,39.14520733836151,22.5,0.0,60.00000000000001,646018384.1387,9600256
0.0,0.018771416051121127,459.7949979586928,0.0,0.0,0.0,8.778129522206202,74.22456956129999,0.256,0.9866983920442873,8,0,35.69679060698594,22.5,0.0,60.00000000000001,646018384.0107,8320256
0.0,0.009813162151782285,68.66672245313883,0.0,0.0,0.0,7.725136050279712,63.75644878270354,0.256,2.0805738811656465,8,0,33.91758528503793,22.5,0.0,60.00000000000001,646018384.2027,10240256
0.0,0.00862356807965206,70.21908910153289,0.0,0.0,0.0,5.886200737313712,50.71448066990706,0.256,2.0744443450378918,8,0,33.39080110993082,22.5,0.0,60.00000000000001,646018384.2667,10880256
0.0,0.012889914176387287,264.6944915508004,0.0,0.0,0.0,4.307593309048764,41.996360854316606,0.256,0.9433335433060803,8,0,32.718680796235766,22.5,0.0,60.00000000000001,646018388.6826999,55040256
0.0,0.007631106957096531,904.5195983391235,0.0,0.0,0.0,4.5722117452165465,43.73546538260064,0.256,1.0393522354907168,8,0,33.28290526105257,22.5,0.0,60.00000000000001,646018388.7466999,55680256
0.0,0.046008255655078024,155.37673817308456,0.0,0.0,0.0,4.8344277458937555,44.86040186938243,0.256,-0.1,8,0,33.17455605424874,22.5,0.0,60.00000000000001,646018388.8747,56960256
