,A,Epeak,TS,bkg_nllh,dur,gamma,imx,imy,nllh,phi,theta,time,timeID,squareID
0,0.01819392238255892,290.605030894529,14.080056811872804,28312.37704795365,1.0240000486373901,0.39999999999999997,1.2580000000000002,-0.46699999999999997,28213.253048040868,20.36614276438286,53.305753563227746,646018382.9226999,-2561024.0,4063
1,0.017102596010459378,290.605030894529,14.047860865693774,28312.37704795365,1.0240000486373901,0.6,1.2580000000000002,-0.46699999999999997,28213.705850502705,20.36614276438286,53.305753563227746,646018382.9226999,-2561024.0,4063
2,0.015848000557461838,290.605030894529,13.955050444417795,28312.37704795365,1.0240000486373901,0.8,1.2580000000000002,-0.46699999999999997,28215.005331500528,20.36614276438286,53.305753563227746,646018382.9226999,-2561024.0,4063
3,0.01249493151304088,460.57793515969075,14.20311899958984,28312.37704795365,1.0240000486373901,0.39999999999999997,1.2580000000000002,-0.46699999999999997,28211.512753295396,20.36614276438286,53.305753563227746,646018382.9226999,-2561024.0,4063
4,0.012596804252344083,460.57793515969075,14.234180239137771,28312.37704795365,1.0240000486373901,0.6,1.2580000000000002,-0.46699999999999997,28211.07110441352,20.36614276438286,53.305753563227746,646018382.9226999,-2561024.0,4063
5,0.012481235501449589,460.57793515969075,14.203137831306856,28312.37704795365,1.0240000486373901,0.8,1.2580000000000002,-0.46699999999999997,28211.5124858261,20.36614276438286,53.305753563227746,646018382.9226999,-2561024.0,4063
6,0.009147366644803702,729.9668340323904,14.168648610573344,28312.37704795365,1.0240000486373901,0.39999999999999997,1.2580000000000002,-0.46699999999999997,28212.0017462287,20.36614276438286,53.305753563227746,646018382.9226999,-2561024.0,4063
7,0.009803713284834446,729.9668340323904,14.263816431391739,28312.37704795365,1.0240000486373901,0.6,1.2580000000000002,-0.46699999999999997,28210.64881835943,20.36614276438286,53.305753563227746,646018382.9226999,-2561024.0,4063
8,0.010290286870254078,729.9668340323904,14.297941795157486,28312.37704795365,1.0240000486373901,0.8,1.2580000000000002,-0.46699999999999997,28210.161478164795,20.36614276438286,53.305753563227746,646018382.9226999,-2561024.0,4063
9,0.01836657297899827,290.605030894529,14.139764738047695,28312.37704795365,1.0240000486373901,0.39999999999999997,1.2600000000000002,-0.46699999999999997,28212.410574529982,20.336464873248275,53.34408107476518,646018382.9226999,-2561024.0,4063
10,0.017292759606586317,290.605030894529,14.123022336686226,28312.37704795365,1.0240000486373901,0.6,1.2600000000000002,-0.46699999999999997,28212.64716799238,20.336464873248275,53.34408107476518,646018382.9226999,-2561024.0,4063
11,0.01605441158303453,290.605030894529,14.049505203802573,28312.37704795365,1.0240000486373901,0.8,1.2600000000000002,-0.46699999999999997,28213.682749717813,20.336464873248275,53.34408107476518,646018382.9226999,-2561024.0,4063
12,0.012584489721010277,460.57793515969075,14.249059690455606,28312.37704795365,1.0240000486373901,0.39999999999999997,1.2600000000000002,-0.46699999999999997,28210.859196922567,20.336464873248275,53.34408107476518,646018382.9226999,-2561024.0,4063
13,0.012706774088432614,460.57793515969075,14.293668360234777,28312.37704795365,1.0240000486373901,0.6,1.2600000000000002,-0.46699999999999997,28210.222570357462,20.336464873248275,53.34408107476518,646018382.9226999,-2561024.0,4063
14,0.012614463170120225,460.57793515969075,14.281092738323322,28312.37704795365,1.0240000486373901,0.8,1.2600000000000002,-0.46699999999999997,28210.402243053355,20.336464873248275,53.34408107476518,646018382.9226999,-2561024.0,4063
15,0.009198984661574986,729.9668340323904,14.205157975200162,28312.37704795365,1.0240000486373901,0.39999999999999997,1.2600000000000002,-0.46699999999999997,28211.483791403454,20.336464873248275,53.34408107476518,646018382.9226999,-2561024.0,4063
16,0.009873495812604702,729.9668340323904,14.312304805284407,28312.37704795365,1.0240000486373901,0.6,1.2600000000000002,-0.46699999999999997,28209.956013533967,20.336464873248275,53.34408107476518,646018382.9226999,-2561024.0,4063
