4U 1700-377_rt_sum,A,Epeak,GRO J1655-40_rt_sum,GX 339-4_rt_sum,Sco X-1_rt_sum,TS,bkg_nllh,dur,gamma,imx,imy,ndets,nllh,solid_angle,time,timeID
3085.009765625,0.0017299896912390746,1000.0,2746.048828125,1629.8077392578125,3846.462890625,2.8366253298097766,68.11347323309388,0.256,-0.1,0.74,-0.16,9609,64.09025160223467,9741.465370384067,646018382.6027,-5760256
3085.009765625,0.00591248193126971,1000.0,2746.048828125,1629.8077392578125,3846.462890625,8.526990493169885,103.14497647120731,0.256,0.26369397102622144,0.74,-0.16,9609,66.79019303590252,9741.465370384067,646018383.1147,-640256
3085.009765625,0.0038198462487368224,1000.0,2746.048828125,1629.8077392578125,3846.462890625,5.3852864422505995,79.14158046504342,0.256,0.3526843234446495,0.74,-0.16,9609,64.64092543249936,9741.465370384067,646018382.7307,-4480256
3085.009765625,0.0033758213963613545,1000.0,2746.048828125,1629.8077392578125,3846.462890625,4.671103635977924,74.19778939563018,0.256,0.5546922230336132,0.74,-0.16,9609,63.28818480660709,9741.465370384067,646018382.7947,-3840256
3085.009765625,0.00705913477398715,1000.0,2746.048828125,1629.8077392578125,3846.462890625,10.15178383423806,118.45819891520946,0.256,0.21504659716073696,0.74,-0.16,9609,66.92884140666087,9741.465370384067,646018383.3067,1280256
3085.009765625,0.006227586476968826,1000.0,2746.048828125,1629.8077392578125,3846.462890625,8.895883187888236,111.70374471377605,0.256,0.1959824363940574,0.74,-0.16,9609,72.13537586749976,9741.465370384067,646018383.4347,2560256
3085.009765625,0.005453413918570756,1000.0,2746.048828125,1629.8077392578125,3846.462890625,8.692624965701715,107.61220638175384,0.256,-0.07478193720636382,0.74,-0.16,9609,69.83134198458347,9741.465370384067,646018383.4987,3200256
3085.009765625,0.005963059181651493,952.2313886596877,2746.048828125,1629.8077392578125,3846.462890625,9.429803622961485,113.18387373786273,0.256,-0.1,0.74,-0.16,9609,68.72327555405396,9741.465370384067,646018384.1387,9600256
3085.009765625,0.006455989358874393,849.1017395281273,2746.048828125,1629.8077392578125,3846.462890625,9.031277315578684,106.53438307729132,0.256,0.06668883443202334,0.74,-0.16,9609,65.75239810184826,9741.465370384067,646018384.0107,8320256
3085.009765625,0.004624496813256546,1000.0,2746.048828125,1629.8077392578125,3846.462890625,7.5116371994803695,89.2057266298434,0.256,-0.1,0.74,-0.16,9609,60.99337992153475,9741.465370384067,646018384.2027,10240256
3085.009765625,0.003516635222222547,1000.0,2746.048828125,1629.8077392578125,3846.462890625,5.7119947228060965,77.272951142485,0.256,-0.1,0.74,-0.16,9609,60.95950928580265,9741.465370384067,646018384.2667,10880256
3085.009765625,0.002773440041395789,874.0911094170956,2746.048828125,1629.8077392578125,3846.462890625,4.110499469232856,72.86747543495217,0.256,-0.1,0.74,-0.16,9609,64.41937249167037,9741.465370384067,646018388.6826999,55040256
3085.009765625,0.00271164558258278,1000.0,2746.048828125,1629.8077392578125,3846.462890625,4.43047438382734,74.90341088203999,0.256,-0.1,0.74,-0.16,9609,65.08885924916487,9741.465370384067,646018388.7466999,55680256
3085.009765625,0.0028361179061726313,840.4249048045297,2746.048828125,1629.8077392578125,3846.462890625,4.163139372585053,77.34750571964314,0.256,-0.1,0.74,-0.16,9609,68.6816410018592,9741.465370384067,646018388.8747,56960256
3085.009765625,0.00279095968789796,1000.0,2746.048828125,1629.8077392578125,3846.462890625,4.578252939527802,78.12757639879828,0.256,-0.1,0.74,-0.16,9609,67.6473764096508,9741.465370384067,646018388.8106999,56320256
3085.009765625,0.00417111824900041,598.7318528668184,2746.048828125,1629.8077392578125,3846.462890625,4.819491296499119,77.80140754755615,0.256,-0.1,0.74,-0.16,9609,66.18765936904077,9741.465370384067,646018393.3547,101760256
3085.009765625,0.0029025097729726665,275.6616785339582,2746.048828125,1629.8077392578125,3846.462890625,4.473373503794983,69.64495179022491,0.256,1.288941703090887,0.74,-0.16,9609,59.639416537997405,9741.465370384067,646018393.1626999,99840256
3085.009765625,0.002871531460696659,630.7697554164596,2746.048828125,1629.8077392578125,3846.462890625,3.6434093887551926,68.67400987327738,0.256,0.6929045872443423,0.74,-0.16,9609,62.03679388624264,9741.465370384067,646018393.2267,100480256
3085.009765625,0.003113827737111573,976.4302355503021,2746.048828125,1629.8077392578125,3846.462890625,5.040680964083737,81.20280580633195,0.256,-0.1,0.74,-0.16,9609,68.49857351549387,9741.465370384067,646018393.4187,102400256
3085.009765625,0.0030500707739857516,689.1707650122148,2746.048828125,1629.8077392578125,3846.462890625,3.8621491195644957,72.61363534438169,0.256,-0.1,0.74,-0.16,9609,65.15553743350529,9741.465370384067,646018393.4827,103040256
3085.009765625,0.0010825666225029143,405.20528610393836,2746.048828125,1629.8077392578125,3846.462890625,2.8138131342379173,69.47135668901117,0.256,1.7752520070741844,0.74,-0.16,9609,65.51258451180627,9741.465370384067,646018394.2507,110720256
3085.009765625,0.005332994216055811,1000.0,2746.048828125,1629.8077392578125,3846.462890625,11.15545721284221,136.0650848219011,0.512,0.13136587420077991,0.74,-0.16,9609,73.84297200812448,9741.465370384067,646018383.0507,-1280512
3085.009765625,0.004983426091164367,1000.0,2746.048828125,1629.8077392578125,3846.462890625,10.793631632743873,128.05592371408136,0.512,0.043701099093712885,0.74,-0.16,9609,69.80468180239679,9741.465370384067,646018382.9226999,-2560512
3085.009765625,0.0058176817657452935,1000.0,2746.048828125,1629.8077392578125,3846.462890625,12.34737308780183,151.4272848491645,0.512,0.06302195909868402,0.74,-0.16,9609,75.19847376447804,9741.465370384067,646018383.1787,512
3085.009765625,0.005402552934068488,1000.0,2746.048828125,1629.8077392578125,3846.462890625,11.82414237786543,142.86350090014912,0.512,0.005249860988239216,0.74,-0.16,9609,72.95832941413255,9741.465370384067,646018383.3067,1280512
3085.009765625,0.005083636780111291,988.6198611165232,2746.048828125,1629.8077392578125,3846.462890625,11.611110892260232,137.76363172031992,0.512,-0.1,0.74,-0.16,9609,70.35468364413782,9741.465370384067,646018383.9467,7680512
3085.009765625,0.0030593959392320375,1000.0,2746.048828125,1629.8077392578125,3846.462890625,6.2708520830110555,88.50907362068942,0.512,0.20399443666067713,0.74,-0.16,9609,68.84728069718737,9741.465370384067,646018384.2027,10240512
3085.009765625,0.002675906065343684,674.4131040234522,2746.048828125,1629.8077392578125,3846.462890625,4.722977519465192,80.28092050560159,0.512,-0.1,0.74,-0.16,9609,69.1276621809148,9741.465370384067,646018388.6826999,55040512
3085.009765625,0.0020126591861359725,1000.0,2746.048828125,1629.8077392578125,3846.462890625,4.640776694259401,83.66553767139749,0.512,-0.1,0.74,-0.16,9609,72.89713350840688,9741.465370384067,646018388.5547,53760512
