4U 1700-377_rt_sum,A,Epeak,GRO J1655-40_rt_sum,GX 339-4_rt_sum,Sco X-1_rt_sum,TS,bkg_nllh,dur,gamma,imx,imy,ndets,nllh,solid_angle,time,timeID
4307.240234375,0.0017089628954496516,1000.0,3677.95703125,1976.25439453125,5925.544921875,3.033369195738466,56.86575557475784,0.256,0.8190656993694801,0.02,-0.16,14507,52.26509123593033,14531.716887474748,646018382.6027,-5760256
4307.240234375,0.004609804627575815,1000.0,3677.95703125,1976.25439453125,5925.544921875,8.358036689122962,92.6365513074392,0.256,-0.04553322126430456,0.02,-0.16,14507,57.70816265907645,14531.716887474748,646018383.1147,-640256
4307.240234375,0.0033819157907977538,1000.0,3677.95703125,1976.25439453125,5925.544921875,5.707215301362702,71.00189064230929,0.256,0.5428257406908995,0.02,-0.16,14507,54.715737394255015,14531.716887474748,646018382.7307,-4480256
4307.240234375,0.002999008136805936,1000.0,3677.95703125,1976.25439453125,5925.544921875,5.38778333930493,64.8950424907855,0.256,0.8353716153735915,0.02,-0.16,14507,50.38093783513961,14531.716887474748,646018382.7947,-3840256
4307.240234375,0.0054280049735056755,1000.0,3677.95703125,1976.25439453125,5925.544921875,9.930133193134344,102.1588761645645,0.256,-0.07264693666960897,0.02,-0.16,14507,52.85510354787027,14531.716887474748,646018383.3067,1280256
4307.240234375,0.005197156837554916,1000.0,3677.95703125,1976.25439453125,5925.544921875,8.90450607410888,95.22835404260846,0.256,0.14182521859924133,0.02,-0.16,14507,55.58323983068748,14531.716887474748,646018383.4347,2560256
4307.240234375,0.004794945630502103,1000.0,3677.95703125,1976.25439453125,5925.544921875,8.84484277653846,95.98754542644315,0.256,-0.1,0.02,-0.16,14507,56.871923555600866,14531.716887474748,646018383.4987,3200256
4307.240234375,0.0050299711671022455,1000.0,3677.95703125,1976.25439453125,5925.544921875,9.405024565982435,106.00709389938358,0.256,-0.1,0.02,-0.16,14507,61.77985035601702,14531.716887474748,646018384.1387,9600256
4307.240234375,0.00469222174335003,1000.0,3677.95703125,1976.25439453125,5925.544921875,8.674959232306401,92.83687109114322,0.256,-0.1,0.02,-0.16,14507,55.209412250054186,14531.716887474748,646018384.0107,8320256
4307.240234375,0.004171356814547033,1000.0,3677.95703125,1976.25439453125,5925.544921875,7.698726105070315,82.71587029042998,0.256,-0.1,0.02,-0.16,14507,53.080678469984406,14531.716887474748,646018384.2027,10240256
4307.240234375,0.0031510386254120183,1000.0,3677.95703125,1976.25439453125,5925.544921875,5.811119586434783,67.03863962194959,0.256,-0.1,0.02,-0.16,14507,50.1540841980266,14531.716887474748,646018384.2667,10880256
4307.240234375,0.0022660854032809995,999.1941884689811,3677.95703125,1976.25439453125,5925.544921875,4.189431325380483,64.03624793791799,0.256,-0.1,0.02,-0.16,14507,55.26058052287836,14531.716887474748,646018388.6826999,55040256
4307.240234375,0.0023746554393050457,1000.0,3677.95703125,1976.25439453125,5925.544921875,4.421251593544593,64.64669795504619,0.256,-0.1,0.02,-0.16,14507,54.87296512833589,14531.716887474748,646018388.7466999,55680256
4307.240234375,0.003069028865687238,678.351426027347,3677.95703125,1976.25439453125,5925.544921875,4.5504833542130685,63.583232703356686,0.256,-0.1,0.02,-0.16,14507,53.229783324871576,14531.716887474748,646018388.8747,56960256
4307.240234375,0.0025907515446232355,1000.0,3677.95703125,1976.25439453125,5925.544921875,4.859969741448927,67.58997798383312,0.256,-0.1,0.02,-0.16,14507,55.78032503993355,14531.716887474748,646018388.8106999,56320256
4307.240234375,0.0034802413673573522,649.7946531634958,3677.95703125,1976.25439453125,5925.544921875,4.966580985017394,69.55232727110955,0.256,-0.1,0.02,-0.16,14507,57.21886393074137,14531.716887474748,646018393.3547,101760256
4307.240234375,0.001467539355326289,1000.0,3677.95703125,1976.25439453125,5925.544921875,3.634950044021684,59.794198794700726,0.256,1.4056742677258913,0.02,-0.16,14507,53.187767883434105,14531.716887474748,646018393.1626999,99840256
4307.240234375,0.001897714479754259,1000.0,3677.95703125,1976.25439453125,5925.544921875,3.364483570577174,59.8689850525224,0.256,0.8035039614428734,0.02,-0.16,14507,54.20911020418053,14531.716887474748,646018393.2267,100480256
4307.240234375,0.0028045360493736573,1000.0,3677.95703125,1976.25439453125,5925.544921875,5.245332187279802,71.05621370932968,0.256,-0.1,0.02,-0.16,14507,57.299458831872926,14531.716887474748,646018393.4187,102400256
4307.240234375,0.002510456983244414,767.0645258175809,3677.95703125,1976.25439453125,5925.544921875,3.9658812728265507,64.73831330239659,0.256,-0.1,0.02,-0.16,14507,56.87420616731842,14531.716887474748,646018393.4827,103040256
4307.240234375,0.0027747616181063406,63.47589715164923,3677.95703125,1976.25439453125,5925.544921875,4.20104391255966,62.6404522002387,0.256,1.3709287530400553,0.02,-0.16,14507,53.81606722261141,14531.716887474748,646018394.2507,110720256
4307.240234375,0.004183124547033907,1000.0,3677.95703125,1976.25439453125,5925.544921875,10.928682611754363,117.84781121991159,0.512,-0.1,0.02,-0.16,14507,58.1297594056805,14531.716887474748,646018383.0507,-1280512
4307.240234375,0.0041774566730029845,982.2795015093836,3677.95703125,1976.25439453125,5925.544921875,10.830673585417017,116.90266471279132,0.512,-0.09853761006886567,0.02,-0.16,14507,58.250919555866375,14531.716887474748,646018382.9226999,-2560512
4307.240234375,0.004835526051835169,1000.0,3677.95703125,1976.25439453125,5925.544921875,12.347371110528886,137.7296559480101,0.512,-0.052390550379376254,0.02,-0.16,14507,61.50086927744844,14531.716887474748,646018383.1787,512
4307.240234375,0.0045298390306230145,1000.0,3677.95703125,1976.25439453125,5925.544921875,11.813607344254848,134.21123859200344,0.512,-0.1,0.02,-0.16,14507,64.4305793498874,14531.716887474748,646018383.3067,1280512
4307.240234375,0.004408429760740547,1000.0,3677.95703125,1976.25439453125,5925.544921875,11.483948678735956,127.64439693310065,0.512,-0.1,0.02,-0.16,14507,61.70385830517999,14531.716887474748,646018383.9467,7680512
4307.240234375,0.002775838119431198,1000.0,3677.95703125,1976.25439453125,5925.544921875,6.554114296334467,83.21023368607192,0.512,0.5238552549285065,0.02,-0.16,14507,61.73202658136399,14531.716887474748,646018384.2027,10240512
4307.240234375,0.00244557125694789,654.4221220537075,3677.95703125,1976.25439453125,5925.544921875,4.949498555522302,71.27258294354701,0.512,-0.1,0.02,-0.16,14507,59.02381496798833,14531.716887474748,646018388.6826999,55040512
4307.240234375,0.001746530727029159,1000.0,3677.95703125,1976.25439453125,5925.544921875,4.583425417415192,71.72589337615038,0.512,-0.1,0.02,-0.16,14507,61.22199909764657,14531.716887474748,646018388.5547,53760512
4307.240234375,0.002439445971531088,1000.0,3677.95703125,1976.25439453125,5925.544921875,5.8020252171480475,79.16871540593444,0.512,0.4578863513197943,0.02,-0.16,14507,62.33696709572351,14531.716887474748,646018393.1626999,99840512
4307.240234375,0.0024551123415506213,719.0961754381148,3677.95703125,1976.25439453125,5925.544921875,5.201704680518352,75.43437823706643,0.512,0.32498049486603525,0.02,-0.16,14507,61.90551244540316,14531.716887474748,646018393.2907,101120512
4307.240234375,0.0024935653853235622,742.9717383247483,3677.95703125,1976.25439453125,5925.544921875,5.47225833428199,76.72175050136852,0.512,-0.1,0.02,-0.16,14507,61.74894486280917,14531.716887474748,646018393.4187,102400512
4307.240234375,0.002159750424395342,717.7482177748097,3677.95703125,1976.25439453125,5925.544921875,5.0384887107450815,70.37125567843121,0.512,0.7419439039286583,0.02,-0.16,14507,57.678071434278394,14531.716887474748,646018393.5467,103680512
4307.240234375,0.0013808663479933695,1000.0,3677.95703125,1976.25439453125,5925.544921875,3.6282278847061926,66.57488384632812,0.512,0.9140916980530845,0.02,-0.16,14507,59.992865054648334,14531.716887474748,646018394.6987,115200512
4307.240234375,0.008715491806583918,116.4319911639215,3677.95703125,1976.25439453125,5925.544921875,3.813540584284526,67.8694970682385,0.512,-0.1,0.02,-0.16,14507,60.59795117424592,14531.716887474748,646018394.9547,117760512
4307.240234375,0.0009622849057995172,1000.0,3677.95703125,1976.25439453125,5925.544921875,3.0569073933293676,68.63534585521094,0.512,1.2690127075833477,0.02,-0.16,14507,63.96300444951507,14531.716887474748,646018395.0827,119040512
4307.240234375,0.004185235440548636,1000.0,3677.95703125,1976.25439453125,5925.544921875,14.977165657365514,179.2904308541748,1.024,-0.010007230444295913,0.02,-0.16,14507,67.13268529009031,14531.716887474748,646018382.9226999,-2561024
4307.240234375,0.003924881139751588,1000.0,3677.95703125,1976.25439453125,5925.544921875,13.7682511534381,164.4194279997132,1.024,0.05407507343936451,0.02,-0.16,14507,69.63705808763842,14531.716887474748,646018382.6667,-5121024
4307.240234375,0.004191487012588344,1000.0,3677.95703125,1976.25439453125,5925.544921875,15.386851992944296,184.7825539185084,1.024,-0.1,0.02,-0.16,14507,66.40494679212148,14531.716887474748,646018383.4347,2561024
4307.240234375,0.004329080209102483,1000.0,3677.95703125,1976.25439453125,5925.544921875,15.78787625760082,192.57896634587493,1.024,-0.08135519725845428,0.02,-0.16,14507,67.95044798321709,14531.716887474748,646018383.1787,1024
4307.240234375,0.0033189151132946536,1000.0,3677.95703125,1976.25439453125,5925.544921875,11.638104433703754,133.74746527858642,1.024,0.048359808691881376,0.02,-0.16,14507,66.02472787368893,14531.716887474748,646018383.6906999,5121024
4307.240234375,0.0013171843933120863,797.6310034813514,3677.95703125,1976.25439453125,5925.544921875,4.284210664403581,74.82728152411715,1.024,-0.1,0.02,-0.16,14507,65.65005101562247,14531.716887474748,646018388.2987,51201024
4307.240234375,0.0011918834901044194,728.4517669733766,3677.95703125,1976.25439453125,5925.544921875,3.629186916976875,72.01788178713159,1.024,-0.1,0.02,-0.16,14507,65.43238294795353,14531.716887474748,646018388.5547,53761024
4307.240234375,0.0010805695897811145,826.6276864203227,3677.95703125,1976.25439453125,5925.544921875,3.4244076223516466,74.84760422962526,1.024,-0.07463639952682044,0.02,-0.16,14507,68.98432044761523,14531.716887474748,646018388.0426999,48641024
