,A,Epeak,TS,bkg_nllh,dur,gamma,imx,imy,nllh,phi,theta,time,timeID,squareID
0,0.019593203007042478,290.605030894529,14.389452748378304,28312.377047687394,1.0240000486373901,-0.10000000000000003,1.3540000000000005,-0.06099999999999996,28208.84887248849,2.5795279528728225,53.57994265412478,646018382.9226999,-2561024.0,4173
1,0.01848153925848903,290.605030894529,14.355359238211475,28312.377047687394,1.0240000486373901,0.09999999999999998,1.3540000000000005,-0.06099999999999996,28209.338878258342,2.5795279528728225,53.57994265412478,646018382.9226999,-2561024.0,4173
2,0.017230023269812954,290.605030894529,14.275344097446162,28312.377047687394,1.0240000486373901,0.3,1.3540000000000005,-0.06099999999999996,28210.48432313715,2.5795279528728225,53.57994265412478,646018382.9226999,-2561024.0,4173
3,0.011752517026875136,460.57793515969075,14.499521022614811,28312.377047687394,1.0240000486373901,-0.10000000000000003,1.3540000000000005,-0.06099999999999996,28207.25899274477,2.5795279528728225,53.57994265412478,646018382.9226999,-2561024.0,4173
4,0.011976486500690905,460.57793515969075,14.547569493093006,28312.377047687394,1.0240000486373901,0.09999999999999998,1.3540000000000005,-0.06099999999999996,28206.56115860921,2.5795279528728225,53.57994265412478,646018382.9226999,-2561024.0,4173
5,0.01203921258336024,460.57793515969075,14.552626811498854,28312.377047687394,1.0240000486373901,0.3,1.3540000000000005,-0.06099999999999996,28206.487574130017,2.5795279528728225,53.57994265412478,646018382.9226999,-2561024.0,4173
6,0.007472153623264227,729.9668340323904,14.344119268355874,28312.377047687394,1.0240000486373901,-0.10000000000000003,1.3540000000000005,-0.06099999999999996,28209.500168894985,2.5795279528728225,53.57994265412478,646018382.9226999,-2561024.0,4173
7,0.008177171373764816,729.9668340323904,14.476023470423693,28312.377047687394,1.0240000486373901,0.09999999999999998,1.3540000000000005,-0.06099999999999996,28207.599419929265,2.5795279528728225,53.57994265412478,646018382.9226999,-2561024.0,4173
8,0.00880588289528098,729.9668340323904,14.571906526711441,28312.377047687394,1.0240000486373901,0.3,1.3540000000000005,-0.06099999999999996,28206.206817775786,2.5795279528728225,53.57994265412478,646018382.9226999,-2561024.0,4173
9,0.019588158085067437,290.605030894529,14.433276512991087,28312.377047687394,1.0240000486373901,-0.10000000000000003,1.3560000000000005,-0.06099999999999996,28208.217312237164,2.5757284670254093,53.62025458248466,646018382.9226999,-2561024.0,4173
10,0.01846175636492341,290.605030894529,14.390217163293043,28312.377047687394,1.0240000486373901,0.09999999999999998,1.3560000000000005,-0.06099999999999996,28208.837872684027,2.5757284670254093,53.62025458248466,646018382.9226999,-2561024.0,4173
11,0.017194603866959864,290.605030894529,14.298059924684617,28312.377047687394,1.0240000486373901,0.3,1.3560000000000005,-0.06099999999999996,28210.159788882458,2.5757284670254093,53.62025458248466,646018382.9226999,-2561024.0,4173
12,0.011754101921728436,460.57793515969075,14.533417668157746,28312.377047687394,1.0240000486373901,-0.10000000000000003,1.3560000000000005,-0.06099999999999996,28206.766933128834,2.5757284670254093,53.62025458248466,646018382.9226999,-2561024.0,4173
13,0.011971142079445175,460.57793515969075,14.57757513808293,28312.377047687394,1.0240000486373901,0.09999999999999998,1.3560000000000005,-0.06099999999999996,28206.124199234167,2.5757284670254093,53.62025458248466,646018382.9226999,-2561024.0,4173
14,0.012024087925925098,460.57793515969075,14.575162861210483,28312.377047687394,1.0240000486373901,0.3,1.3560000000000005,-0.06099999999999996,28206.15936147199,2.5757284670254093,53.62025458248466,646018382.9226999,-2561024.0,4173
15,0.0074736675013641765,729.9668340323904,14.36783106689745,28312.377047687394,1.0240000486373901,-0.10000000000000003,1.3560000000000005,-0.06099999999999996,28209.159762903942,2.5757284670254093,53.62025458248466,646018382.9226999,-2561024.0,4173
16,0.008175919844365892,729.9668340323904,14.499556032635862,28312.377047687394,1.0240000486373901,0.09999999999999998,1.3560000000000005,-0.06099999999999996,28207.25848511562,2.5757284670254093,53.62025458248466,646018382.9226999,-2561024.0,4173
17,0.008799066754348201,729.9668340323904,14.5917433135484,28312.377047687394,1.0240000486373901,0.3,1.3560000000000005,-0.06099999999999996,28205.917561223152,2.5757284670254093,53.62025458248466,646018382.9226999,-2561024.0,4173
18,0.019133089520396787,290.605030894529,14.053119292688756,28312.377047687394,1.0240000486373901,-0.10000000000000003,1.3580000000000005,-0.06099999999999996,28213.631966760124,2.5719401500254975,53.66048978048776,646018382.9226999,-2561024.0,4173
19,0.018012789410151917,290.605030894529,13.993117543930294,28312.377047687394,1.0240000486373901,0.09999999999999998,1.3580000000000005,-0.06099999999999996,28214.47337838827,2.5719401500254975,53.66048978048776,646018382.9226999,-2561024.0,4173
